,country,order_value_eur,cost,date,category,customer_name,sales_manager,sales_rep,device_type,order_id,profit,profit_margin,year,month
798,France,111676.46,92791.97,2019-06-08,Beauty,Armstrong-Little,Othello Bowes,Ora Grennan,PC,35-7483371,18884.490000000005,16.910000549802533,2019,6
799,Sweden,46849.71,39630.17,2019-08-26,Beauty,"Leffler, Prohaska and Streich",Maxie Marrow,Anita Woakes,PC,71-1921602,7219.540000000001,15.40999933617519,2019,8
800,Sweden,296844.24,244926.18,2019-06-08,Other,Walter LLC,Maxie Marrow,Tarrah Castelletti,PC,22-9949979,51918.06,17.49000081658987,2019,6
801,Portugal,163492.16,134178.02,2020-08-12,Appliances,"Shanahan, Schaden and Parker",Celine Tumasian,Corene Shirer,PC,06-8466490,29314.140000000014,17.929997377244273,2020,8
802,France,116206.87,93104.94,2019-04-15,Games,"Keeling, Monahan and Pollich",Othello Bowes,Amelina Piscopiello,PC,34-6603897,23101.929999999993,19.880003652107654,2019,4
803,France,195214.72,154649.1,2019-06-26,Books,"Keeling, Monahan and Pollich",Othello Bowes,Maighdiln Upcraft,PC,92-3462655,40565.619999999995,20.780000606511635,2019,6
804,France,168226.52,136818.63,2020-01-25,Smartphones,Altenwerth-Konopelski,Othello Bowes,Avrit Chanders,PC,26-9826298,31407.889999999985,18.6699992367434,2020,1
805,Sweden,249842.77,218737.35,2020-07-09,Books,Hessel-Stiedemann,Maxie Marrow,Alyosha Meah,PC,39-5542863,31105.419999999984,12.449998052775344,2020,7
806,Netherlands,105678.39,89720.95,2020-05-07,Games,Hegmann Group,Denice Amberg,Nero Harbisher,Mobile,18-1809309,15957.440000000002,15.100002942891164,2020,5
807,Portugal,253580.08,212449.39,2020-07-06,Games,Wyman Group,Celine Tumasian,Brynn Dempster,PC,51-0837613,41130.68999999997,16.2200004038172,2020,7
808,France,56705.66,46986.31,2019-02-01,Outdoors,Johns and Sons,Othello Bowes,Crysta Halls,PC,46-0117523,9719.350000000006,17.139999781326953,2019,2
809,Sweden,35354.22,30517.76,2019-02-27,Smartphones,"Dickinson, Hyatt and Berge",Maxie Marrow,Caro Morfield,PC,58-1079558,4836.460000000003,13.680007648309036,2019,2
810,Portugal,25834.34,22450.04,2020-03-13,Electronics,Romaguera-Dietrich,Celine Tumasian,Brynn Dempster,Mobile,49-9010863,3384.2999999999993,13.10000565139268,2020,3
811,Portugal,121928.48,98408.48,2019-09-19,Clothing,Altenwerth-Konopelski,Celine Tumasian,Brynn Dempster,Mobile,58-2028009,23520.0,19.28999688998009,2019,9
812,France,167935.31,137942.06,2019-04-18,Games,Romaguera-Haley,Othello Bowes,Amelina Piscopiello,PC,03-4045721,29993.25,17.860002163928478,2019,4
813,Portugal,151151.77,124035.14,2019-12-30,Appliances,"Rowe, Hermiston and Kessler",Celine Tumasian,Aurelie Wren,PC,80-3039005,27116.62999999999,17.940001628826437,2019,12
814,France,95966.17,75976.42,2019-08-24,Electronics,Littel-Blick,Othello Bowes,Amelina Piscopiello,PC,90-4449856,19989.75,20.82999665402923,2019,8
815,Portugal,123424.43,98171.79,2019-04-11,Clothing,"Spencer, Rogahn and Muller",Celine Tumasian,Corene Shirer,PC,82-2837449,25252.64,20.460001314164465,2019,4
816,France,128221.13,102217.88,2020-06-21,Clothing,Johns and Sons,Othello Bowes,Amelina Piscopiello,PC,21-4033151,26003.25,20.280003771609252,2020,6
817,Portugal,204133.95,167553.15,2020-06-13,Games,"Leffler, Prohaska and Streich",Celine Tumasian,Corene Shirer,PC,98-6563368,36580.80000000002,17.91999811888224,2020,6
818,Sweden,89376.84,73646.52,2019-02-17,Beauty,Johns and Sons,Maxie Marrow,Alyosha Meah,PC,21-2589548,15730.319999999992,17.59999570358495,2019,2
819,Sweden,110837.96,92106.34,2019-02-25,Electronics,"Dickinson, Hyatt and Berge",Maxie Marrow,Alyosha Meah,PC,52-7049356,18731.62000000001,16.900004294557576,2019,2
820,Netherlands,118026.37,99873.91,2020-07-04,Appliances,Hessel-Stiedemann,Denice Amberg,Nero Harbisher,PC,35-1708827,18152.459999999992,15.380003638170006,2020,7
821,Portugal,177208.76,151779.3,2019-01-02,Appliances,Romaguera-Dietrich,Celine Tumasian,Smitty Culverhouse,Mobile,22-1266257,25429.46000000002,14.350001659060208,2019,1
822,Sweden,97148.34,77806.11,2020-04-29,Books,Romaguera-Dietrich,Maxie Marrow,Tarrah Castelletti,PC,44-9978904,19342.229999999996,19.90999537408462,2020,4
823,Spain,144530.35,115407.48,2020-08-04,Other,"Swaniawski, Runolfsson and Green",Emalia Dinse,Manuel Goudie,PC,63-1220717,29122.87000000001,20.1500030962355,2020,8
824,Sweden,45261.84,37816.27,2020-11-21,Beauty,Tillman and Sons,Maxie Marrow,Madelon Bront,PC,40-0265810,7445.57,16.44999407889737,2020,11
825,Bulgaria,105277.2,90759.47,2019-11-21,Books,"Spencer, Rogahn and Muller",Charil Alpe,Shermy McGready,PC,56-6094665,14517.729999999996,13.790003913477939,2019,11
826,Denmark,65822.05,54790.27,2020-11-11,Clothing,"Keeling, Monahan and Pollich",Modestia Byfford,Case Desorts,PC,75-3776704,11031.780000000006,16.760006715074972,2020,11
827,France,78540.62,63987.04,2019-10-08,Clothing,Considine-Fisher,Othello Bowes,Crysta Halls,PC,55-1050582,14553.579999999994,18.530003964827365,2019,10
828,Italy,37636.91,30847.21,2020-03-16,Appliances,West-Cummings,Piggy Roscrigg,Joshua Prevost,Mobile,78-8602908,6789.700000000004,18.04000381540356,2020,3
829,Portugal,138127.81,115240.03,2020-05-24,Appliances,"Hamill, Kulas and Roob",Celine Tumasian,Corene Shirer,PC,30-3460885,22887.78,16.570001363230187,2020,5
830,Ireland,37892.58,30010.92,2019-01-21,Electronics,Johns and Sons,Glenine Suttaby,Palm Wetherald,PC,59-0348389,7881.6600000000035,20.800008867171364,2019,1
831,Bulgaria,65329.65,53237.13,2020-02-26,Clothing,"Christiansen, Donnelly and Bechtelar",Charil Alpe,Shermy McGready,Mobile,91-7447818,12092.520000000004,18.510002732296904,2020,2
832,France,167072.72,135044.88,2019-10-21,Clothing,O'Connell-Mitchell,Othello Bowes,Ora Grennan,PC,37-6449638,32027.839999999997,19.16999974621829,2019,10
833,France,164243.32,134121.1,2019-05-20,Smartphones,Kirlin and Sons,Othello Bowes,Amelina Piscopiello,PC,38-2806168,30122.22,18.33999702392767,2019,5
834,France,174951.18,142690.18,2019-09-18,Clothing,Tillman and Sons,Othello Bowes,Amelina Piscopiello,Mobile,09-7737652,32261.0,18.44000137638397,2019,9
835,Portugal,98521.87,84571.17,2020-01-02,Clothing,Johns and Sons,Celine Tumasian,Brynn Dempster,PC,29-1727395,13950.699999999997,14.16000325612983,2020,1
836,Portugal,69750.57,60731.82,2019-03-19,Games,Johns and Sons,Celine Tumasian,Hortense Gerring,PC,92-4695001,9018.750000000007,12.930001862350382,2019,3
837,Portugal,129022.02,104585.25,2020-06-20,Electronics,Walter LLC,Celine Tumasian,Corene Shirer,PC,51-2167412,24436.770000000004,18.93999954426384,2020,6
838,Portugal,41805.53,33352.45,2019-03-23,Appliances,"Abbott, Roberts and Torp",Celine Tumasian,Brynn Dempster,Tablet,27-7169008,8453.080000000002,20.220004386979433,2019,3
839,Finland,145809.65,123136.25,2019-07-30,Appliances,O'Connell-Mitchell,Hube Corey,Mellicent Mattys,PC,96-5231814,22673.399999999994,15.549999605650239,2019,7
840,France,29443.71,23958.35,2020-10-29,Appliances,Johns and Sons,Othello Bowes,Ora Grennan,PC,03-2027170,5485.360000000001,18.629989223504783,2020,10
841,Sweden,138443.23,115101.7,2019-06-14,Clothing,Wyman Group,Maxie Marrow,Alyosha Meah,Mobile,99-9599677,23341.530000000013,16.860001027135823,2019,6
842,UK,102000.57,87261.49,2020-03-17,Games,Franecki-White,Jessamine Apark,Genevra Charrisson,PC,22-0725785,14739.080000000002,14.449997681385508,2020,3
843,Portugal,53181.88,42316.82,2020-01-06,Smartphones,"Christiansen, Donnelly and Bechtelar",Celine Tumasian,Hortense Gerring,PC,37-6033123,10865.059999999998,20.43000360273085,2020,1
844,Portugal,99518.86,81854.26,2019-03-12,Books,"Dickinson, Hyatt and Berge",Celine Tumasian,Corene Shirer,PC,29-5158368,17664.600000000006,17.75000236136146,2019,3
845,Portugal,79288.03,68536.57,2019-07-08,Clothing,Johns and Sons,Celine Tumasian,Hortense Gerring,PC,95-4281933,10751.459999999992,13.560003950154886,2019,7
846,France,111557.68,92470.16,2020-02-15,Books,Hessel-Stiedemann,Othello Bowes,Crysta Halls,PC,61-0532585,19087.51999999999,17.110000853370195,2020,2
847,Netherlands,43008.69,34458.56,2019-07-19,Appliances,Stamm-Zulauf,Denice Amberg,Nero Harbisher,PC,99-9093075,8550.130000000005,19.880005645370748,2019,7
848,France,154936.24,135739.64,2020-06-29,Books,Friesen-Rath,Othello Bowes,Ora Grennan,PC,65-2631885,19196.599999999977,12.389999912221942,2020,6
849,Sweden,115339.49,100691.37,2019-09-03,Outdoors,"Farrell, Swaniawski and Crist",Maxie Marrow,Madelon Bront,Mobile,03-4651559,14648.12000000001,12.700004135617393,2019,9
850,France,65254.5,53919.79,2019-06-17,Games,"Rowe, Hermiston and Kessler",Othello Bowes,Maighdiln Upcraft,PC,91-6673445,11334.71,17.370005133745565,2019,6
851,Netherlands,50241.47,43443.8,2020-10-17,Books,"Schmitt, Purdy and Johnson",Denice Amberg,Nero Harbisher,Tablet,62-1501210,6797.669999999998,13.529998226564624,2020,10
852,UK,304337.49,261730.24,2019-12-04,Clothing,Wunsch LLC,Jessamine Apark,Genevra Charrisson,PC,29-0072186,42607.25,14.000000460015624,2019,12
853,Bulgaria,95960.77,76519.12,2020-10-11,Books,Hessel-Stiedemann,Charil Alpe,Bernadine Fullagar,PC,06-5115020,19441.65000000001,20.259997913730796,2020,10
854,Sweden,152522.94,122399.66,2020-04-11,Outdoors,Hane Inc,Maxie Marrow,Madelon Bront,PC,22-6046651,30123.28,19.749999573834597,2020,4
855,Sweden,63196.98,54671.71,2019-04-18,Smartphones,"Spencer, Rogahn and Muller",Maxie Marrow,Caro Morfield,PC,71-6499815,8525.270000000004,13.489995882714654,2019,4
856,Sweden,83119.87,69604.58,2019-01-29,Clothing,O'Connell-Mitchell,Maxie Marrow,Alyosha Meah,PC,81-1454737,13515.289999999994,16.259998962943513,2019,1
857,France,75483.45,60077.28,2019-12-03,Appliances,Johns and Sons,Othello Bowes,Ora Grennan,PC,26-0092767,15406.169999999998,20.409997158317484,2019,12
858,Ireland,65397.28,53920.06,2020-03-20,Outdoors,Baumbach Group,Glenine Suttaby,Bunnie Tonbridge,Mobile,74-6211038,11477.220000000001,17.549995963134858,2020,3
859,France,48890.14,41180.16,2019-05-20,Clothing,Johns and Sons,Othello Bowes,Ora Grennan,PC,85-5544928,7709.979999999996,15.770010067469627,2019,5
860,France,80839.75,63936.16,2020-05-21,Games,Goldner-Dibbert,Othello Bowes,Crysta Halls,PC,00-6227453,16903.589999999997,20.909997866148768,2020,5
861,Ireland,79375.17,64532.01,2020-02-09,Beauty,Hessel-Stiedemann,Glenine Suttaby,Bunnie Tonbridge,Mobile,70-5224180,14843.159999999996,18.700004044085823,2020,2
862,Bulgaria,158011.3,137390.83,2019-11-27,Beauty,"Jacobson, Marvin and Brown",Charil Alpe,Bernadine Fullagar,PC,40-8287610,20620.47,13.049997057172494,2019,11
863,Portugal,155766.23,131529.0,2020-05-27,Games,Romaguera-Haley,Celine Tumasian,Aurelie Wren,PC,49-7876403,24237.23000000001,15.560002960847166,2020,5
864,France,19366.75,15857.49,2020-03-28,Games,Wisoky Inc,Othello Bowes,Avrit Chanders,PC,01-6107437,3509.26,18.12002530109595,2020,3
865,France,45481.24,37317.36,2019-10-25,Smartphones,Wiza and Sons,Othello Bowes,Crysta Halls,PC,13-6163562,8163.879999999997,17.94999432733144,2019,10
866,Sweden,152747.92,130614.75,2020-05-03,Appliances,Armstrong-Little,Maxie Marrow,Anita Woakes,PC,41-0722740,22133.170000000013,14.489997637938384,2020,5
867,Sweden,255216.0,211446.46,2019-12-28,Clothing,"Jacobson, Marvin and Brown",Maxie Marrow,Tarrah Castelletti,PC,65-4008552,43769.54000000001,17.149998432700148,2019,12
868,Portugal,154858.0,135376.86,2020-07-22,Games,"Dickinson, Hyatt and Berge",Celine Tumasian,Smitty Culverhouse,PC,72-4825752,19481.140000000014,12.580002324710387,2020,7
869,France,250488.42,214142.55,2020-06-13,Appliances,Goldner-Dibbert,Othello Bowes,Amelina Piscopiello,PC,18-2580592,36345.870000000024,14.510000102998783,2020,6
870,Sweden,115151.22,91430.07,2020-10-25,Appliances,"Farrell, Swaniawski and Crist",Maxie Marrow,Madelon Bront,PC,14-1283254,23721.149999999994,20.599998853681267,2020,10
871,Sweden,57347.48,50041.41,2020-08-12,Beauty,Johns and Sons,Maxie Marrow,Madelon Bront,PC,79-4826735,7306.07,12.74000182745606,2020,8
872,Portugal,74790.02,64992.53,2020-06-19,Beauty,Corwin and Sons,Celine Tumasian,Corene Shirer,PC,82-2840501,9797.490000000005,13.099996496858813,2020,6
873,France,72749.07,59108.62,2019-01-20,Smartphones,Johns and Sons,Othello Bowes,Amelina Piscopiello,PC,19-0320558,13640.450000000004,18.749999140882494,2019,1
874,Bulgaria,128235.65,103024.52,2020-09-20,Books,"Dickinson, Hyatt and Berge",Charil Alpe,Shermy McGready,PC,57-0945292,25211.12999999999,19.660000943575355,2020,9
875,Sweden,79088.7,67415.21,2020-05-24,Beauty,McGlynn-Prosacco,Maxie Marrow,Tarrah Castelletti,PC,01-6573793,11673.48999999999,14.759997319465349,2020,5
876,UK,124537.47,105881.76,2019-09-24,Clothing,Hilll-Vandervort,Jessamine Apark,Winny Agnolo,PC,63-0694419,18655.710000000006,14.97999758626862,2019,9
877,Sweden,161192.45,135965.83,2019-07-04,Clothing,Wisoky Inc,Maxie Marrow,Tarrah Castelletti,PC,24-2442637,25226.620000000024,15.650000977092922,2019,7
878,France,109697.86,89853.52,2019-07-24,Beauty,Considine-Fisher,Othello Bowes,Crysta Halls,PC,04-8899739,19844.339999999997,18.089997380076507,2019,7
879,France,57276.26,49223.22,2020-04-04,Appliances,Johns and Sons,Othello Bowes,Amelina Piscopiello,PC,48-2932903,8053.040000000001,14.059996235787741,2020,4
880,Netherlands,149956.93,130087.64,2020-10-08,Games,"Spencer, Rogahn and Muller",Denice Amberg,Nero Harbisher,PC,66-0265458,19869.289999999994,13.249997849382483,2020,10
881,Italy,127075.41,110924.13,2019-09-24,Clothing,Labadie and Sons,Piggy Roscrigg,Joshua Prevost,PC,57-6602854,16151.279999999999,12.709996371445897,2019,9
882,Sweden,28755.32,23938.8,2019-10-10,Books,"Murray, Reichel and Nolan",Maxie Marrow,Madelon Bront,PC,47-6702070,4816.52,16.750013562707704,2019,10
883,Portugal,178027.46,144985.56,2020-01-04,Appliances,Wisoky Inc,Celine Tumasian,Corene Shirer,PC,99-9215178,33041.899999999994,18.560001923298795,2020,1
884,Bulgaria,152231.86,122303.08,2019-05-08,Smartphones,Smith Group,Charil Alpe,Shermy McGready,PC,39-5953116,29928.779999999984,19.659997585262367,2019,5
885,Sweden,53957.42,46905.19,2019-05-25,Smartphones,Johns and Sons,Maxie Marrow,Caro Morfield,PC,71-3278650,7052.229999999996,13.069991115216398,2019,5
886,Portugal,80474.78,66568.74,2019-05-22,Clothing,"Farrell, Swaniawski and Crist",Celine Tumasian,Hortense Gerring,PC,38-6891011,13906.039999999994,17.279997534631338,2019,5
887,Bulgaria,145439.65,123710.97,2020-10-03,Smartphones,Friesen and Sons,Charil Alpe,Bernadine Fullagar,PC,06-5566367,21728.679999999993,14.93999744911377,2020,10
888,France,84035.82,71329.6,2020-10-27,Books,Johns and Sons,Othello Bowes,Maighdiln Upcraft,Tablet,30-9025281,12706.220000000001,15.120004778914515,2020,10
889,Spain,68288.68,56754.72,2020-09-27,Beauty,Johns and Sons,Emalia Dinse,Bertha Walbrook,PC,80-4161102,11533.959999999992,16.890002852595764,2020,9
890,Sweden,100578.6,83208.68,2019-01-14,Electronics,Labadie and Sons,Maxie Marrow,Caro Morfield,PC,96-1388247,17369.920000000013,17.26999580427647,2019,1
891,France,94925.0,77572.71,2019-09-30,Accessories,Schoen-Keeling,Othello Bowes,Avrit Chanders,Mobile,21-2097342,17352.289999999994,18.279999999999994,2019,9
892,France,105464.41,84761.75,2019-08-27,Books,"Schmitt, Purdy and Johnson",Othello Bowes,Avrit Chanders,PC,30-4045249,20702.660000000003,19.62999650782667,2019,8
893,France,155827.3,126360.36,2019-04-30,Appliances,Hilll-Vandervort,Othello Bowes,Avrit Chanders,Tablet,31-9806848,29466.939999999988,18.90999844058133,2019,4
894,Portugal,90994.31,72540.66,2020-05-09,Electronics,"Zieme, Bailey and Herzog",Celine Tumasian,Brynn Dempster,PC,09-7835975,18453.649999999994,20.280004321149306,2020,5
895,Portugal,32779.67,26800.66,2020-03-22,Outdoors,Kihn Inc,Celine Tumasian,Aurelie Wren,PC,16-9758497,5979.009999999998,18.2399944843862,2020,3
896,Bulgaria,40187.99,32508.07,2020-05-22,Games,Friesen-Rath,Charil Alpe,Shermy McGready,PC,54-1058965,7679.919999999998,19.109987834673987,2020,5
897,UK,91842.59,73979.21,2019-03-29,Games,Marquardt-Kuvalis,Jessamine Apark,Genevra Charrisson,PC,84-0565956,17863.37999999999,19.449995911482887,2019,3
898,Portugal,38494.71,33113.15,2019-02-04,Games,Wisoky Inc,Celine Tumasian,Hortense Gerring,PC,85-6263705,5381.559999999998,13.979998810226126,2019,2
899,France,86050.61,75569.65,2020-09-03,Clothing,McClure Inc,Othello Bowes,Crysta Halls,PC,46-4560578,10480.960000000006,12.179995005264932,2020,9
900,Sweden,36749.51,30101.52,2020-10-15,Games,Hilll-Vandervort,Maxie Marrow,Madelon Bront,PC,08-5093310,6647.990000000002,18.090009907615098,2020,10
901,Finland,194531.02,158970.75,2019-07-09,Clothing,"Farrell, Swaniawski and Crist",Hube Corey,Mellicent Mattys,Tablet,21-8525376,35560.26999999999,18.27999976559008,2019,7
902,France,106730.16,89503.91,2020-07-30,Beauty,"Farrell, Swaniawski and Crist",Othello Bowes,Ora Grennan,PC,60-0406937,17226.25,16.14000203878641,2020,7
903,Germany,30177.8,23924.96,2020-10-06,Electronics,"Leffler, Prohaska and Streich",Rickard Doogood,Casie MacBain,Mobile,61-4937643,6252.84,20.719999469808933,2020,10
904,Portugal,93902.04,80793.31,2020-03-01,Clothing,Tillman and Sons,Celine Tumasian,Aurelie Wren,PC,94-3251589,13108.729999999996,13.9600055547249,2020,3
905,Germany,250483.63,217269.5,2020-07-03,Accessories,Considine-Fisher,Rickard Doogood,Casie MacBain,Mobile,48-2124998,33214.130000000005,13.26000026428873,2020,7
906,Sweden,162142.74,136037.76,2019-01-29,Clothing,Kirlin and Sons,Maxie Marrow,Alyosha Meah,PC,19-1017922,26104.97999999998,16.099999296915783,2019,1
907,Denmark,47516.54,38987.32,2020-01-09,Books,Johns and Sons,Modestia Byfford,Cobby Andersen,PC,51-1141675,8529.220000000001,17.950002251847465,2020,1
908,Germany,163546.81,133307.0,2019-05-07,Electronics,"Lueilwitz, Kerluke and Lesch",Rickard Doogood,Casie MacBain,PC,94-2134593,30239.809999999998,18.49000295389436,2019,5
909,France,35437.89,30412.8,2020-02-03,Clothing,Homenick-Marvin,Othello Bowes,Ora Grennan,PC,82-0616982,5025.09,14.17999209320871,2020,2
910,Belgium,122889.28,103042.66,2020-11-27,Smartphones,Labadie and Sons,Lambert Norheny,Collin Mackness,PC,22-5761330,19846.619999999995,16.150001041588002,2020,11
911,Luxembourg,26490.47,21168.53,2019-11-04,Appliances,Hessel-Stiedemann,Ilsa Kob,Jocelyn Laurentino,PC,62-1694462,5321.940000000002,20.09001727791165,2019,11
912,UK,173722.59,148063.76,2019-04-09,Games,"Schowalter, Lesch and Beahan",Jessamine Apark,Jay Morefield,PC,66-2612057,25658.829999999987,14.770001989954206,2019,4
913,France,76543.36,65819.64,2019-03-21,Accessories,"Hermiston, Simonis and Wisoky",Othello Bowes,Ora Grennan,PC,01-7655863,10723.720000000001,14.009993812657298,2019,3
914,Sweden,69626.39,57295.56,2019-06-15,Electronics,"Hamill, Kulas and Roob",Maxie Marrow,Madelon Bront,PC,06-2196763,12330.830000000002,17.70999473044632,2019,6
915,France,249915.21,215326.95,2020-12-15,Appliances,Armstrong-Little,Othello Bowes,Crysta Halls,PC,84-4465649,34588.25999999998,13.839997973712755,2020,12
916,Portugal,55790.71,48783.4,2020-10-08,Appliances,Johns and Sons,Celine Tumasian,Corene Shirer,PC,63-6767584,7007.309999999998,12.55999430729596,2020,10
917,Netherlands,77896.83,62714.74,2020-03-13,Clothing,Dibbert Inc,Denice Amberg,Nero Harbisher,PC,75-7443241,15182.090000000004,19.4899972181153,2020,3
918,Portugal,104391.93,86770.57,2020-01-04,Beauty,"Murray, Reichel and Nolan",Celine Tumasian,Brynn Dempster,PC,34-8182639,17621.359999999986,16.88000212276944,2020,1
919,Portugal,57115.99,48976.96,2019-03-27,Books,"Lind, Mueller and Stoltenberg",Celine Tumasian,Aurelie Wren,Mobile,53-3803984,8139.029999999999,14.25000249492305,2019,3
920,France,74685.85,59166.13,2020-05-23,Games,"Lubowitz, McLaughlin and Erdman",Othello Bowes,Avrit Chanders,PC,68-0176456,15519.720000000008,20.780000495408444,2020,5
921,France,74103.82,64811.2,2020-01-02,Appliances,Johns and Sons,Othello Bowes,Ora Grennan,PC,63-7370049,9292.62000000001,12.540001311673283,2020,1
922,France,176190.16,142273.55,2019-09-02,Appliances,Johns and Sons,Othello Bowes,Maighdiln Upcraft,PC,03-3461826,33916.610000000015,19.250002383788072,2019,9
923,Sweden,185778.3,154734.75,2020-06-25,Electronics,"Jacobson, Marvin and Brown",Maxie Marrow,Tarrah Castelletti,PC,76-5888381,31043.54999999999,16.70999788457532,2020,6
924,France,212521.26,172014.71,2019-06-20,Books,Johns and Sons,Othello Bowes,Crysta Halls,PC,43-7357498,40506.55000000002,19.059998985513268,2019,6
925,France,40148.49,31954.18,2019-02-02,Electronics,Hane Inc,Othello Bowes,Amelina Piscopiello,PC,88-8981595,8194.309999999998,20.41000794799505,2019,2
926,Portugal,157942.65,136620.39,2020-06-23,Electronics,Hessel-Stiedemann,Celine Tumasian,Brynn Dempster,PC,95-6123269,21322.25999999998,13.500001424567703,2020,6
927,Netherlands,172453.1,145688.38,2020-06-24,Outdoors,Kirlin and Sons,Denice Amberg,Nero Harbisher,PC,60-6986682,26764.72,15.51999935054806,2020,6
928,France,203604.46,175344.16,2019-06-26,Electronics,Kirlin and Sons,Othello Bowes,Crysta Halls,Mobile,29-5478106,28260.29999999999,13.88000046757325,2019,6
929,Sweden,251587.2,201848.41,2019-06-14,Smartphones,"Schowalter, Lesch and Beahan",Maxie Marrow,Alyosha Meah,Mobile,49-2256360,49738.79000000001,19.77000022258684,2019,6
930,Sweden,19930.04,16543.93,2019-03-09,Smartphones,Johns and Sons,Maxie Marrow,Anita Woakes,Tablet,59-2480731,3386.1100000000006,16.989980953374907,2019,3
931,Bulgaria,149372.32,130611.16,2020-12-20,Electronics,"Abbott, Roberts and Torp",Charil Alpe,Shermy McGready,Mobile,63-6848448,18761.160000000003,12.55999772916428,2020,12
932,Sweden,25907.52,22454.05,2019-02-19,Books,"Farrell, Swaniawski and Crist",Maxie Marrow,Alyosha Meah,PC,14-5110197,3453.470000000001,13.329990674522305,2019,2
933,Portugal,64762.89,54238.92,2019-02-06,Electronics,Schoen-Keeling,Celine Tumasian,Hortense Gerring,PC,42-2646312,10523.970000000001,16.250000579035312,2019,2
934,Finland,65211.07,56883.62,2020-10-28,Games,Hilll-Vandervort,Hube Corey,Mellicent Mattys,PC,60-8083173,8327.449999999997,12.769994419659112,2020,10
935,Spain,42475.6,35802.68,2019-02-13,Books,Johns and Sons,Emalia Dinse,Perri Aldersley,PC,76-1827989,6672.919999999998,15.710007627908725,2019,2
936,Portugal,172340.86,136562.9,2020-04-09,Beauty,Tromp LLC,Celine Tumasian,Hortense Gerring,PC,36-4321653,35777.95999999999,20.759998528497533,2020,4
937,Ireland,165709.19,138102.04,2020-10-09,Smartphones,Considine-Fisher,Glenine Suttaby,Bunnie Tonbridge,PC,18-7046062,27607.149999999994,16.659999363945953,2020,10
938,Italy,118409.59,96030.18,2020-10-06,Games,"Bashirian, Okuneva and Bechtelar",Piggy Roscrigg,Joshua Prevost,PC,73-4380400,22379.410000000003,18.899997880239265,2020,10
939,France,58416.11,48076.46,2020-05-16,Appliances,Stehr LLC,Othello Bowes,Maighdiln Upcraft,PC,47-5051773,10339.650000000001,17.699997483570886,2020,5
940,France,78629.19,63359.4,2019-02-21,Appliances,Johns and Sons,Othello Bowes,Amelina Piscopiello,Mobile,92-3687989,15269.79,19.4200016558736,2019,2
941,Sweden,64842.92,56439.28,2019-09-29,Appliances,Larkin-Collier,Maxie Marrow,Alyosha Meah,Mobile,60-9753536,8403.64,12.959996249397776,2019,9
942,Belgium,76183.74,61617.41,2019-06-03,Clothing,"Hermiston, Simonis and Wisoky",Lambert Norheny,Collin Mackness,Mobile,39-5658730,14566.330000000002,19.119998571873737,2019,6
943,Sweden,131839.16,115372.45,2020-04-27,Books,McGlynn-Prosacco,Maxie Marrow,Madelon Bront,PC,73-8632957,16466.710000000006,12.489999177786029,2020,4
944,Portugal,147092.62,117806.48,2020-10-31,Clothing,"Fisher, Morar and Skiles",Celine Tumasian,Hortense Gerring,PC,16-0987104,29286.14,19.909999563540307,2020,10
945,Finland,62011.86,49324.23,2019-01-17,Beauty,Johns and Sons,Hube Corey,Mellicent Mattys,Tablet,76-0164425,12687.629999999997,20.460005553776323,2019,1
946,Portugal,56763.04,47663.92,2019-08-11,Smartphones,Kirlin and Sons,Celine Tumasian,Aurelie Wren,Mobile,87-7908481,9099.120000000003,16.03000825889523,2019,8
947,Portugal,78057.96,67161.07,2020-11-29,Beauty,"Swaniawski, Runolfsson and Green",Celine Tumasian,Hortense Gerring,Tablet,30-7149594,10896.89,13.959998442183217,2020,11
948,UK,96358.45,80700.2,2019-06-12,Outdoors,Stamm-Zulauf,Jessamine Apark,Genevra Charrisson,PC,75-7848944,15658.25,16.250001945859445,2019,6
949,France,40535.64,35480.85,2019-01-13,Electronics,Kihn Inc,Othello Bowes,Crysta Halls,PC,72-2796883,5054.790000000001,12.469989372315329,2019,1
950,France,96795.99,81395.75,2019-06-21,Appliances,Connelly-Mohr,Othello Bowes,Avrit Chanders,PC,32-3124563,15400.240000000005,15.909997924500802,2019,6
951,Portugal,122035.93,97897.22,2020-06-21,Accessories,Larkin-Collier,Celine Tumasian,Aurelie Wren,PC,83-7592334,24138.709999999992,19.780002495986217,2020,6
952,Sweden,89502.53,72488.1,2020-10-31,Clothing,Gleichner-Green,Maxie Marrow,Tarrah Castelletti,PC,61-3721294,17014.429999999993,19.00999893522562,2020,10
953,Portugal,223233.32,179100.09,2019-06-28,Games,Romaguera-Dietrich,Celine Tumasian,Corene Shirer,PC,43-8355995,44133.23000000001,19.77000118082731,2019,6
954,Finland,33190.03,28397.39,2020-08-18,Electronics,Homenick-Marvin,Hube Corey,Wat Bowkley,Tablet,49-2458036,4792.639999999999,14.439998999699608,2020,8
955,Portugal,82357.57,65474.27,2019-02-19,Books,Kihn Inc,Celine Tumasian,Aurelie Wren,PC,13-9607758,16883.30000000001,20.499997753697695,2019,2
956,Ireland,46857.77,39116.87,2020-06-19,Games,Johns and Sons,Glenine Suttaby,Palm Wetherald,Mobile,61-0888460,7740.899999999994,16.519992308639516,2020,6
957,UK,178560.1,150383.32,2020-07-02,Books,O'Connell-Mitchell,Jessamine Apark,Winny Agnolo,Mobile,25-2616039,28176.78,15.7799978830657,2020,7
